Entity,Code,Day,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
United Arab Emirates,ARE,2021-01-11,1,0,0,0,0,0,0,33,46,0,0,0
United Arab Emirates,ARE,2021-01-25,12,0,0,0,0,1,0,72,58,0,0,0
United Arab Emirates,ARE,2021-02-08,15,0,0,0,0,7,0,219,83,0,0,0
United Kingdom,GBR,2020-05-11,0,0,0,0,0,0,0,0,4753,0,0,0
United Kingdom,GBR,2020-05-25,0,0,0,0,0,0,0,0,2767,0,0,0
United Kingdom,GBR,2020-06-08,0,0,0,0,0,0,0,0,1761,0,0,0
United Kingdom,GBR,2020-06-22,0,0,0,0,0,0,0,0,4716,0,0,0
United Kingdom,GBR,2020-07-06,0,0,0,0,0,0,0,0,2286,0,0,0
United Kingdom,GBR,2020-07-20,0,0,0,0,0,0,0,0,1088,0,0,0
United Kingdom,GBR,2020-08-03,0,0,0,0,0,0,0,0,1190,0,0,0
United Kingdom,GBR,2020-08-17,0,0,0,0,0,0,0,0,2357,0,0,0
United Kingdom,GBR,2020-08-31,0,0,0,0,0,0,0,0,4144,0,0,0
United Kingdom,GBR,2020-09-14,0,0,0,0,0,0,0,0,5667,0,0,0
United Kingdom,GBR,2020-09-28,0,0,0,0,0,0,0,3,9719,0,0,0
United Kingdom,GBR,2020-10-12,0,0,0,0,0,0,0,7,11591,0,0,0
United Kingdom,GBR,2020-10-26,0,0,0,0,0,0,0,37,16153,0,0,0
United Kingdom,GBR,2020-11-09,0,0,0,0,0,0,0,351,17579,0,0,0
United Kingdom,GBR,2020-11-23,0,0,0,0,0,0,0,1408,16615,0,0,0
United Kingdom,GBR,2020-12-07,0,0,0,0,0,0,0,1072,7391,0,0,0
United Kingdom,GBR,2020-12-21,17,2,0,0,0,2,0,8762,12851,0,0,0
United Kingdom,GBR,2021-01-04,47,1,0,0,0,1,1,11989,6725,0,0,0
United Kingdom,GBR,2021-01-11,27,3,0,0,0,5,0,9612,3025,0,0,0
United Kingdom,GBR,2021-01-25,73,1,0,0,2,23,0,25797,4949,0,0,0
United Kingdom,GBR,2021-02-08,44,4,2,0,1,32,0,30820,2568,0,0,0
United Kingdom,GBR,2021-02-22,50,1,4,0,0,40,0,31594,1228,0,0,0
United Kingdom,GBR,2021-03-08,61,3,7,12,1,99,2,29553,651,2,0,0
United Kingdom,GBR,2021-03-22,111,5,19,33,9,94,6,34623,469,0,0,0
United Kingdom,GBR,2021-04-05,134,2,15,65,1,65,29,29121,239,1,0,0
United Kingdom,GBR,2021-04-19,126,1,36,126,3,35,257,15148,176,0,0,0
United Kingdom,GBR,2021-05-03,110,0,41,146,4,41,1306,12483,143,0,0,0
United Kingdom,GBR,2021-05-17,61,1,29,33,0,33,4830,9202,182,2,0,0
United Kingdom,GBR,2021-05-31,27,0,21,30,0,7,17446,6182,102,0,2,0
United Kingdom,GBR,2021-06-14,28,0,15,3,0,1,33662,3512,91,1,1,0
United Kingdom,GBR,2021-06-28,6,0,4,0,0,1,42547,727,79,1,9,0
United Kingdom,GBR,2021-07-12,0,0,4,1,0,2,55446,342,25,1,39,0
United Kingdom,GBR,2021-07-26,5,0,12,0,0,2,56453,131,24,0,24,0
United Kingdom,GBR,2021-08-09,5,0,7,0,0,1,63841,140,14,0,10,0
United Kingdom,GBR,2021-08-23,1,0,1,1,0,0,63639,15,10,0,7,0
United Kingdom,GBR,2021-09-06,0,0,1,1,0,0,76874,21,23,0,0,0
United Kingdom,GBR,2021-09-20,1,0,1,1,0,0,76867,14,2,0,2,0
United Kingdom,GBR,2021-10-04,0,0,0,0,0,0,74818,10,63,0,10,0
United Kingdom,GBR,2021-10-18,2,0,2,0,0,0,75941,8,20,0,1,0
United Kingdom,GBR,2021-11-01,0,0,2,0,0,0,84307,4,6,0,0,0
United Kingdom,GBR,2021-11-15,0,0,0,0,0,0,82157,0,2,0,0,0
United Kingdom,GBR,2021-11-29,0,0,0,0,0,0,64382,0,0,0,0,18
United States,USA,2020-05-11,0,0,0,0,0,0,0,0,5693,0,0,0
United States,USA,2020-05-25,0,0,0,0,0,0,0,0,4638,0,0,0
United States,USA,2020-06-08,0,0,0,0,0,0,0,0,3991,0,0,0
United States,USA,2020-06-22,0,0,0,0,0,0,0,0,6023,0,0,0
United States,USA,2020-07-06,0,0,0,0,0,0,0,0,8201,0,0,0
United States,USA,2020-07-20,0,0,0,0,0,0,0,0,10054,0,0,0
United States,USA,2020-08-03,0,0,0,0,0,0,0,0,7786,0,0,0
United States,USA,2020-08-17,0,1,0,0,0,0,0,0,5902,0,0,0
United States,USA,2020-08-31,0,1,0,0,0,0,0,0,4680,0,0,0
United States,USA,2020-09-14,0,6,0,0,0,0,0,0,4272,0,0,0
United States,USA,2020-09-28,0,10,0,0,0,0,0,0,4913,0,0,0
United States,USA,2020-10-12,0,18,0,0,0,0,0,0,5297,0,0,0
United States,USA,2020-10-26,0,39,0,0,0,0,0,4,7137,0,0,0
United States,USA,2020-11-09,0,66,0,0,0,0,0,7,11850,0,0,0
United States,USA,2020-11-23,0,167,0,0,1,0,0,6,13134,0,0,0
United States,USA,2020-12-07,0,504,0,0,9,0,0,5,12358,0,0,0
United States,USA,2020-12-21,0,1030,0,0,20,0,0,18,14371,0,0,0
United States,USA,2021-01-04,3,1922,0,0,72,1,0,160,18710,0,0,0
United States,USA,2021-01-11,4,2999,1,0,81,3,1,195,14989,0,0,0
United States,USA,2021-01-25,10,7247,8,0,245,26,0,659,29389,1,0,0
United States,USA,2021-02-08,41,8199,5,0,783,43,0,1679,23793,8,0,0
United States,USA,2021-02-22,85,7533,23,0,1249,23,0,3533,22847,13,0,0
United States,USA,2021-03-08,172,7546,134,3,2121,111,2,8382,20912,20,0,0
United States,USA,2021-03-22,328,8174,554,23,4482,185,9,18881,19562,59,9,0
United States,USA,2021-04-05,513,6925,2043,43,7859,259,41,35503,15104,93,33,0
United States,USA,2021-04-19,672,4909,4234,126,9058,283,241,49213,11415,151,86,0
United States,USA,2021-05-03,553,2561,5250,95,6954,232,821,44795,6627,183,213,0
United States,USA,2021-05-17,391,1211,4914,32,4438,113,1239,34153,4347,149,314,0
United States,USA,2021-05-31,197,354,3261,5,2168,37,1892,18061,2422,110,377,0
United States,USA,2021-06-14,52,114,2301,1,1038,27,4688,9836,1525,73,586,0
United States,USA,2021-06-28,17,41,1903,1,492,7,11272,6440,1207,89,779,0
United States,USA,2021-07-12,17,15,1491,0,275,2,29170,3731,1036,92,917,0
United States,USA,2021-07-26,14,7,1140,0,103,1,73706,2151,968,93,1134,0
United States,USA,2021-08-09,5,4,832,0,54,0,141397,1120,989,73,795,0
United States,USA,2021-08-23,2,77,270,1,18,0,127812,258,549,31,272,0
United States,USA,2021-09-06,2,1,100,0,3,0,133175,77,771,7,135,0
United States,USA,2021-09-20,0,46,46,0,5,0,130057,50,715,1,73,0
United States,USA,2021-10-04,2,0,17,0,1,0,105664,4,385,0,29,0
United States,USA,2021-10-18,0,2,9,0,1,0,99682,4,436,0,7,0
United States,USA,2021-11-01,0,0,3,0,0,0,92500,3,412,0,5,0
United States,USA,2021-11-15,0,0,0,0,0,0,64081,1,116,0,2,0
United States,USA,2021-11-29,0,0,0,0,0,0,8388,0,5,0,0,2
Uruguay,URY,2021-01-25,0,0,0,0,0,0,0,0,50,0,0,0
Uruguay,URY,2021-02-08,0,0,0,0,0,0,0,0,60,0,0,0
Uruguay,URY,2021-02-22,0,0,0,0,0,0,0,0,53,0,0,0
Uruguay,URY,2021-03-08,0,0,21,0,0,0,0,0,80,0,0,0
Uruguay,URY,2021-03-22,0,0,48,0,0,0,0,0,9,0,0,0
Uruguay,URY,2021-04-05,0,0,34,0,0,0,0,0,36,0,0,0
Uruguay,URY,2021-04-19,0,0,71,0,0,0,0,0,62,1,0,0
Vietnam,VNM,2021-05-17,0,0,0,0,0,0,56,2,0,0,0,0
Vietnam,VNM,2021-07-26,0,0,0,0,0,0,67,0,0,0,0,0
Vietnam,VNM,2021-08-09,0,0,0,0,0,0,77,0,0,0,0,0
Vietnam,VNM,2021-08-23,0,0,0,0,0,0,68,0,0,0,0,0
Vietnam,VNM,2021-09-06,0,0,0,0,0,0,812,0,0,0,0,0
Vietnam,VNM,2021-09-20,0,0,0,0,0,0,63,0,0,0,0,0
Vietnam,VNM,2021-10-04,0,0,0,0,0,0,62,0,0,0,0,0
Vietnam,VNM,2021-10-18,0,0,0,0,0,0,50,0,0,0,0,0
Vietnam,VNM,2021-11-01,0,0,0,0,0,0,72,0,0,0,0,0
Zambia,ZMB,2020-07-20,0,0,0,0,0,0,0,0,61,0,0,0
Zambia,ZMB,2020-08-03,0,0,0,0,0,0,0,0,177,0,0,0
Zambia,ZMB,2020-08-17,0,0,0,0,0,0,0,0,60,0,0,0
Zambia,ZMB,2020-08-31,0,0,0,0,0,0,0,0,34,0,0,0
Zambia,ZMB,2021-02-08,36,0,0,0,0,0,0,0,1,0,0,0
Zambia,ZMB,2021-02-22,59,0,0,0,0,0,0,3,1,0,0,0
Zambia,ZMB,2021-05-31,0,0,0,0,0,0,85,0,0,0,0,0
Zambia,ZMB,2021-06-14,1,0,0,0,0,0,72,1,0,0,0,0
Zambia,ZMB,2021-07-12,0,0,0,0,0,0,70,0,0,0,0,0
Zambia,ZMB,2021-07-26,0,0,0,0,0,0,41,0,0,0,0,0
Zambia,ZMB,2021-09-06,0,0,0,0,0,0,36,1,0,0,0,0
Zimbabwe,ZWE,2020-05-11,0,0,0,0,0,0,0,0,35,0,0,0
Zimbabwe,ZWE,2020-06-08,0,0,0,0,0,0,0,0,41,0,0,0
Zimbabwe,ZWE,2021-01-04,122,0,0,0,0,0,0,0,38,0,0,0
Zimbabwe,ZWE,2021-01-11,109,0,0,0,0,0,0,0,5,0,0,0
Zimbabwe,ZWE,2021-01-25,54,0,0,0,0,0,0,0,3,0,0,0
Zimbabwe,ZWE,2021-02-08,37,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,ZWE,2021-07-12,0,0,0,0,0,0,42,0,0,0,0,0
Zimbabwe,ZWE,2021-07-26,0,0,0,0,0,0,35,0,0,0,0,0
